EIT filters optically thin plasma response: [log K] [log cm-3] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26]
0 0.0 2 0 4
200 14
logT logNe 171 195 284 304
4.57035e+00 5.53846e+00 1.99197e-06 1.26877e-05 3.26179e-05 1.31278e-03
4.58793e+00 5.53846e+00 3.64180e-06 2.24196e-05 4.17688e-05 2.35494e-03
4.60552e+00 5.53846e+00 6.72693e-06 3.97743e-05 5.33731e-05 4.11936e-03
4.62311e+00 5.53846e+00 1.25286e-05 7.07496e-05 6.85115e-05 6.98513e-03
4.64070e+00 5.53846e+00 2.34199e-05 1.25755e-04 8.85705e-05 1.15202e-02
4.65829e+00 5.53846e+00 4.37326e-05 2.22559e-04 1.15596e-04 1.85422e-02
4.67587e+00 5.53846e+00 8.11603e-05 3.90585e-04 1.52692e-04 2.91956e-02
4.69346e+00 5.53846e+00 1.49059e-04 6.77460e-04 2.04827e-04 4.50823e-02
4.71105e+00 5.53846e+00 2.69451e-04 1.15608e-03 2.79858e-04 6.83454e-02
4.72864e+00 5.53846e+00 4.77950e-04 1.93644e-03 3.88686e-04 1.01833e-01
4.74623e+00 5.53846e+00 8.30357e-04 3.17960e-03 5.45705e-04 1.49230e-01
4.76381e+00 5.53846e+00 1.40909e-03 5.10709e-03 7.70229e-04 2.15084e-01
4.78140e+00 5.53846e+00 2.32962e-03 8.00829e-03 1.08774e-03 3.04927e-01
4.79899e+00 5.53846e+00 3.73629e-03 1.22157e-02 1.52881e-03 4.24779e-01
4.81658e+00 5.53846e+00 5.78958e-03 1.80639e-02 2.12894e-03 5.80620e-01
4.83417e+00 5.53846e+00 8.65869e-03 2.58636e-02 2.93405e-03 7.76856e-01
4.85175e+00 5.53846e+00 1.24846e-02 3.58036e-02 3.99996e-03 1.01409e+00
4.86934e+00 5.53846e+00 1.73266e-02 4.78283e-02 5.39254e-03 1.28685e+00
4.88693e+00 5.53846e+00 2.30657e-02 6.14326e-02 7.18070e-03 1.57960e+00
4.90452e+00 5.53846e+00 2.93220e-02 7.55231e-02 9.43144e-03 1.86472e+00
4.92211e+00 5.53846e+00 3.55744e-02 8.88552e-02 1.22159e-02 2.11173e+00
4.93969e+00 5.53846e+00 4.15227e-02 1.01012e-01 1.56370e-02 2.30495e+00
4.95728e+00 5.53846e+00 4.70117e-02 1.12069e-01 1.98326e-02 2.43618e+00
4.97487e+00 5.53846e+00 5.19922e-02 1.22441e-01 2.49695e-02 2.50206e+00
4.99246e+00 5.53846e+00 5.65260e-02 1.32872e-01 3.12616e-02 2.50375e+00
5.01005e+00 5.53846e+00 6.07686e-02 1.44393e-01 3.89799e-02 2.44603e+00
